Date,text,sentiment
2019-03-20,"Reports indicate that gold prices are climbing as traders anticipate the Federal Reserve maintaining a dovish stance. Meanwhile, the U.S. government has imposed sanctions on a Venezuelan state-owned gold mining company. Citigroup is also reportedly planning to sell Venezuelan gold that was offered as a loan.
",positive
2019-03-21,"Citigroup is planning to sell a significant amount of Venezuelan gold, potentially impacting President Maduro's regime. Vangold Mining Corp. is undergoing management and board changes. Meanwhile, junior gold miners are being discussed with potential for a gold bull market to begin soon.",neutral
2019-03-22,"Citigroup is planning to sell a significant amount of Venezuelan gold, potentially impacting President Maduro's regime. Vangold Mining Corp. is undergoing management and board changes. Meanwhile, junior gold miners are being discussed with potential for a gold bull market to begin soon.",neutral
2019-03-23,Central banks worldwide are increasing their gold reserves. Google Pay is planning to launch gold investment plans in India. Concerns are raised by investors regarding Newmont's proposed takeover of Goldcorp.,positive
2019-03-24,Central banks worldwide are increasing their gold reserves. Google Pay is planning to launch gold investment plans in India. Concerns are raised by investors regarding Newmont's proposed takeover of Goldcorp.,positive
2019-03-25,"Here's a summary of the gold-related news from the provided links:

Customs officials seized gold paste at an airport, while police in Sikar are involving central agencies in a gold smuggling case. Uganda is holding a large quantity of gold, potentially sourced from Venezuela, and a Saudi Arabian air hostess has admitted to smuggling gold into Bangladesh. Newmont is offering a special dividend to gain support for its Goldcorp deal, and Guyana Goldfields stock has hit a new 12-month low. Additionally, Crescat Capital is buying gold and selling stocks, anticipating buying opportunities in gold. IAMGOLD reports a new gold discovery at the CT Gold Project in Ontario. Also, Midas Gold Corp. amends investor rights agreement with Barrick Gold.
",positive
2019-03-26,"Here's a summary of the gold-related news from the provided links:

Customs officials seized gold paste at an airport, while police in Sikar are involving central agencies in a gold smuggling case. Uganda is holding a large quantity of gold, potentially sourced from Venezuela, and a Saudi Arabian air hostess has admitted to smuggling gold into Bangladesh. Newmont is offering a special dividend to gain support for its Goldcorp deal, and Guyana Goldfields stock has hit a new 12-month low. Additionally, Crescat Capital is buying gold and selling stocks, anticipating buying opportunities in gold. IAMGOLD reports a new gold discovery at the CT Gold Project in Ontario. Also, Midas Gold Corp. amends investor rights agreement with Barrick Gold.
",positive
2019-03-27,"Gold prices experienced a slight gain in India, rising by Rs 35 to reach Rs 33,095 per 10 grams. Conversely, in the broader market, gold and silver prices saw a decrease as the U.S. 4th quarter GDP met expectations. Palladium and rhodium are now more valuable than gold.",positive
2019-03-28,"Gold prices experienced a slight gain in India, rising by Rs 35 to reach Rs 33,095 per 10 grams. Conversely, in the broader market, gold and silver prices saw a decrease as the U.S. 4th quarter GDP met expectations. Palladium and rhodium are now more valuable than gold.",positive
2019-03-29,"Gold prices broke a three-day losing streak and recovered to $1300. Russia is dumping US dollars to hoard bullion, leading to a gold rush for Putin. In Mumbai, authorities seized over 100 kg of smuggled gold, and seven individuals were arrested in connection with the case.",positive
2019-03-30,"Gold prices broke a three-day losing streak and recovered to $1300. Russia is dumping US dollars to hoard bullion, leading to a gold rush for Putin. In Mumbai, authorities seized over 100 kg of smuggled gold, and seven individuals were arrested in connection with the case.",positive
2019-03-31,"Positive economic data from China caused gold to slip, as investors moved towards risk assets.
AngloGold Ashanti will comply with South Africa's mining rights directive.
There are reports of gold scams in the Democratic Republic of Congo and Uganda, and travellers are being targeted for smuggling.",negative
2019-04-01,"Positive economic data from China caused gold to slip, as investors moved towards risk assets.
AngloGold Ashanti will comply with South Africa's mining rights directive.
There are reports of gold scams in the Democratic Republic of Congo and Uganda, and travellers are being targeted for smuggling.",negative
2019-04-02,"Unity Metals is set to explore the Hewitt Point Gold Project. Alamos Gold has reached a milestone of two million ounces at its Mulatos Mine. Corvus Gold has discovered an extension of a new deep zone below the Mother Lode Deposit, with promising drill results.",positive
2019-04-03,"Unity Metals is set to explore the Hewitt Point Gold Project. Alamos Gold has reached a milestone of two million ounces at its Mulatos Mine. Corvus Gold has discovered an extension of a new deep zone below the Mother Lode Deposit, with promising drill results.",positive
2019-04-04,"Core Gold is correcting self-serving, false, misleading, defamatory, and inaccurate disclosures made by its former CEO. Gold remains on a back foot around $1290 amid risk-on sentiment. Guyana Goldfields' market passes negative judgment on current leadership and new life of mine plan as stock price continues to tumble.
",negative
2019-04-05,"Core Gold is correcting self-serving, false, misleading, defamatory, and inaccurate disclosures made by its former CEO. Gold remains on a back foot around $1290 amid risk-on sentiment. Guyana Goldfields' market passes negative judgment on current leadership and new life of mine plan as stock price continues to tumble.
",negative
2019-04-06,"Barrick Gold's John Thornton experienced a surge in compensation in 2018. In Coimbatore, India, authorities seized 149kg of gold bars worth Rs 48.64 crore. Authorities arrested four Indians in Nepal for smuggling gold.
",positive
2019-04-07,"Barrick Gold's John Thornton experienced a surge in compensation in 2018. In Coimbatore, India, authorities seized 149kg of gold bars worth Rs 48.64 crore. Authorities arrested four Indians in Nepal for smuggling gold.
",positive
2019-04-08,"Gold prices were boosted by Libyan political instability, as well as a weaker Swiss franc.  A syndicate of illegal gold miners were busted, and six FAAN staff were arraigned for illegal gold dealing.  Venezuela removed 8 tons of gold from its central bank.
",positive
2019-04-09,"Gold prices were boosted by Libyan political instability, as well as a weaker Swiss franc.  A syndicate of illegal gold miners were busted, and six FAAN staff were arraigned for illegal gold dealing.  Venezuela removed 8 tons of gold from its central bank.
",positive
2019-04-10,"1.  Customs officials seized 175 kg of gold bars, worth Rs 56 crore, at Chennai Airport.
2.  Three Chinese nationals were arrested at Tribhuvan International Airport for smuggling three kg of gold hidden in their rectums.
3.  Newmont shareholders approved a $10 billion takeover of Goldcorp, which will create the world's largest gold producer.",neutral
2019-04-11,"1.  Customs officials seized 175 kg of gold bars, worth Rs 56 crore, at Chennai Airport.
2.  Three Chinese nationals were arrested at Tribhuvan International Airport for smuggling three kg of gold hidden in their rectums.
3.  Newmont shareholders approved a $10 billion takeover of Goldcorp, which will create the world's largest gold producer.",neutral
2019-04-12,Paramount Gold enters into a royalty agreement with Franco-Nevada Corporation. Newmont shareholders approve Goldcorp deal. Ghana police are set to trigger Menzgold boss extradition after 30 days.,positive
2019-04-13,Paramount Gold enters into a royalty agreement with Franco-Nevada Corporation. Newmont shareholders approve Goldcorp deal. Ghana police are set to trigger Menzgold boss extradition after 30 days.,positive
2019-04-14,Gold prices experienced a two-week low as Asian markets responded to risk-on sentiment. Pakistan is asked to regulate all gold purchases and document them. Yamana Gold announced an agreement to sell the Chapada Mine for over $1 billion.,negative
2019-04-15,Gold prices experienced a two-week low as Asian markets responded to risk-on sentiment. Pakistan is asked to regulate all gold purchases and document them. Yamana Gold announced an agreement to sell the Chapada Mine for over $1 billion.,negative
2019-04-16,"Gold prices were pressured as trade optimism increased risk appetite.
Venezuela continues to sell off its gold reserves amidst sanctions.
A Russian oil firm with Goldman Sachs backing plans to expand.
",negative
2019-04-17,"Gold prices were pressured as trade optimism increased risk appetite.
Venezuela continues to sell off its gold reserves amidst sanctions.
A Russian oil firm with Goldman Sachs backing plans to expand.
",negative
2019-04-18,"Gold prices experienced a decline, reaching their lowest level in three and a half months due to unexpectedly positive U.S. retail sales data. Despite this, central banks continue to show a preference for gold. Separately, in India, authorities seized a significant amount of gold, and in Ghana, a Chinese ambassador revealed that locals were aiding Chinese individuals in locating gold deposits.",negative
2019-04-19,"Gold prices experienced a decline, reaching their lowest level in three and a half months due to unexpectedly positive U.S. retail sales data. Despite this, central banks continue to show a preference for gold. Separately, in India, authorities seized a significant amount of gold, and in Ghana, a Chinese ambassador revealed that locals were aiding Chinese individuals in locating gold deposits.",negative
2019-04-20,"Here are the topics:

1.  The price of gold is falling while silver is rising in the market.
2.  Washington State politicians have dropped their attempt to impose taxes on gold and silver.
3.  India missed a golden opportunity to resolve the Kashmir dispute during the 1971 war, according to PM Modi.",negative
2019-04-21,"Here are the topics:

1.  The price of gold is falling while silver is rising in the market.
2.  Washington State politicians have dropped their attempt to impose taxes on gold and silver.
3.  India missed a golden opportunity to resolve the Kashmir dispute during the 1971 war, according to PM Modi.",negative
2019-04-22,Gold futures experienced a jump due to global cues. Nepal police seized 7 kg of smuggled gold from China. Agnico is investing in high grade gold digging in Canada.,positive
2019-04-23,Gold futures experienced a jump due to global cues. Nepal police seized 7 kg of smuggled gold from China. Agnico is investing in high grade gold digging in Canada.,positive
2019-04-24,"Reports indicate that billions of dollars worth of gold is being smuggled out of Africa annually, with Dubai identified as a key hub for this illicit trade. Meanwhile, in Peru, a probe has been launched following the murders of seven individuals at the world's highest gold mine, highlighting the dangers and complexities associated with artisanal gold mining regions. Elsewhere, a thief in India was apprehended after melting down temple crowns and converting them into a 1.3 kg gold bar.
",neutral
2019-04-25,"Reports indicate that billions of dollars worth of gold is being smuggled out of Africa annually, with Dubai identified as a key hub for this illicit trade. Meanwhile, in Peru, a probe has been launched following the murders of seven individuals at the world's highest gold mine, highlighting the dangers and complexities associated with artisanal gold mining regions. Elsewhere, a thief in India was apprehended after melting down temple crowns and converting them into a 1.3 kg gold bar.
",neutral
2019-04-26,"Customs officials seized gold worth Rs 79 lakh from the Delhi airport's washroom and a man was arrested with 10 gold bars at Dhaka Airport. Illegal gold trade continues, as billions of dollars' worth of gold is smuggled out of Africa. Asia gold demand sparkles in India ahead of festival, steady elsewhere.",positive
2019-04-27,"Customs officials seized gold worth Rs 79 lakh from the Delhi airport's washroom and a man was arrested with 10 gold bars at Dhaka Airport. Illegal gold trade continues, as billions of dollars' worth of gold is smuggled out of Africa. Asia gold demand sparkles in India ahead of festival, steady elsewhere.",positive
2019-04-28,"Gold worth billions is being illegally smuggled out of Africa through the UAE, fueling conflict and violating human rights. Newmont Goldcorp plans to temporarily shut down its Mexico gold mine due to a blockade. Roxgold reports solid 2019 first-quarter production results and provides an exploration update at Yaramoko.",negative
2019-04-29,"Gold worth billions is being illegally smuggled out of Africa through the UAE, fueling conflict and violating human rights. Newmont Goldcorp plans to temporarily shut down its Mexico gold mine due to a blockade. Roxgold reports solid 2019 first-quarter production results and provides an exploration update at Yaramoko.",negative
2019-04-30,"Australian gold miners' production is expected to fall. Newmont Goldcorp is suspending operations in Mexico due to a blockade. Several countries are seeking to repatriate their gold reserves.
",negative
2019-05-01,"Australian gold miners' production is expected to fall. Newmont Goldcorp is suspending operations in Mexico due to a blockade. Several countries are seeking to repatriate their gold reserves.
",negative
2019-05-02,"  Central banks are increasing gold demand amid geopolitical tensions, while India's gold demand saw a 5% increase in the March quarter due to lower prices and the wedding season. A solid gold toilet, once offered to Donald Trump, is set to be installed at a British palace for public use. Additionally, a Canadian company is initiating a search for gold and copper in Jamaica.
",positive
2019-05-03,"  Central banks are increasing gold demand amid geopolitical tensions, while India's gold demand saw a 5% increase in the March quarter due to lower prices and the wedding season. A solid gold toilet, once offered to Donald Trump, is set to be installed at a British palace for public use. Additionally, a Canadian company is initiating a search for gold and copper in Jamaica.
",positive
2019-05-04,"Gold smuggling continues to be a concern, with seizures reported at airports in Bengaluru and Delhi, with multiple individuals arrested for attempting to bring gold into the country illegally. Despite these efforts, gold and silver both experienced their fifth weekly losses in six weeks. Perseus Mining is set to begin development of the Yaouré Gold Mine in Côte d'Ivoire.",negative
2019-05-05,"Gold smuggling continues to be a concern, with seizures reported at airports in Bengaluru and Delhi, with multiple individuals arrested for attempting to bring gold into the country illegally. Despite these efforts, gold and silver both experienced their fifth weekly losses in six weeks. Perseus Mining is set to begin development of the Yaouré Gold Mine in Côte d'Ivoire.",negative
2019-05-06,"Gold prices edged up as Sino-U.S. trade spat dents risk sentiment. A former Goldman Sachs banker pleaded not guilty to charges related to the 1MDB scandal and was released on bond. Customs officials have seized smuggled gold at airports in India, and a special economic zone unit is accused of diverting gold for fraudulent export.
",positive
2019-05-07,"Gold prices edged up as Sino-U.S. trade spat dents risk sentiment. A former Goldman Sachs banker pleaded not guilty to charges related to the 1MDB scandal and was released on bond. Customs officials have seized smuggled gold at airports in India, and a special economic zone unit is accused of diverting gold for fraudulent export.
",positive
2019-05-08,"Here's a summary of the gold market and gold-related events from the provided articles:

Several companies, including Alamos Gold and MegumaGold, reported positive findings from their gold exploration and drilling projects, indicating potential for increased gold production.
There were also reports of gold smuggling attempts in different countries, including India and Bangladesh, with authorities seizing significant quantities of undeclared gold.
Market analysis suggests gold prices are reacting to ongoing US-China trade discussions, with investors seeking safety in gold amid trade uncertainties.
",positive
2019-05-09,"Here's a summary of the gold market and gold-related events from the provided articles:

Several companies, including Alamos Gold and MegumaGold, reported positive findings from their gold exploration and drilling projects, indicating potential for increased gold production.
There were also reports of gold smuggling attempts in different countries, including India and Bangladesh, with authorities seizing significant quantities of undeclared gold.
Market analysis suggests gold prices are reacting to ongoing US-China trade discussions, with investors seeking safety in gold amid trade uncertainties.
",positive
2019-05-10,AngloGold Ashanti is considering selling its South African assets. Acacia Mining's April gold output surged. Gold prices are steady after US tariff hike.,positive
2019-05-11,AngloGold Ashanti is considering selling its South African assets. Acacia Mining's April gold output surged. Gold prices are steady after US tariff hike.,positive
2019-05-12,"Based on the provided URLs, here's a summary of the recent happenings in the gold market:

1.  Forecasts suggest that gold rates in the UAE could rise to nearly Dh160 per gram this week.
2.  India has emerged as a key buyer of Uzbek gold between January and March 2019.
3.  Ghana is now Africa's top gold producer.",positive
2019-05-13,"Based on the provided URLs, here's a summary of the recent happenings in the gold market:

1.  Forecasts suggest that gold rates in the UAE could rise to nearly Dh160 per gram this week.
2.  India has emerged as a key buyer of Uzbek gold between January and March 2019.
3.  Ghana is now Africa's top gold producer.",positive
2019-05-14,"Gold prices slightly decreased amid optimism about US-China trade, but trade war concerns and Middle East tensions have also caused gold to top $1300/oz. Ghana has toppled South Africa to become the continent's leading gold producer. There are also reports of gold-related crimes, including smuggling and fake gold scams, in different parts of the world.
",negative
2019-05-15,"Gold prices slightly decreased amid optimism about US-China trade, but trade war concerns and Middle East tensions have also caused gold to top $1300/oz. Ghana has toppled South Africa to become the continent's leading gold producer. There are also reports of gold-related crimes, including smuggling and fake gold scams, in different parts of the world.
",negative
2019-05-16,"Gold prices steadied as trade optimism was dimmed by Huawei sanctions, while technical selling led to a slight easing, though softer equities limited losses. A gold scam in Kenya has led to arrests and investigations, with a high-profile individual detained and detectives probing potential involvement of other figures. Venezuela has been selling off large portions of its gold reserves despite sanctions.
",negative
2019-05-17,"Gold prices steadied as trade optimism was dimmed by Huawei sanctions, while technical selling led to a slight easing, though softer equities limited losses. A gold scam in Kenya has led to arrests and investigations, with a high-profile individual detained and detectives probing potential involvement of other figures. Venezuela has been selling off large portions of its gold reserves despite sanctions.
",negative
2019-05-18,"Gold scams and smuggling incidents are occurring in various parts of the world, including Kenya, India and Dubai, leading to investigations and arrests. Venezuela is selling a significant amount of gold reserves despite sanctions, while a power plant is being proposed for a gold mine in Papua New Guinea. There are discussions and investigations surrounding alleged fake gold scams involving political figures and business deals, as well as efforts to recover gold from a sunken ship.
",neutral
2019-05-19,"Gold scams and smuggling incidents are occurring in various parts of the world, including Kenya, India and Dubai, leading to investigations and arrests. Venezuela is selling a significant amount of gold reserves despite sanctions, while a power plant is being proposed for a gold mine in Papua New Guinea. There are discussions and investigations surrounding alleged fake gold scams involving political figures and business deals, as well as efforts to recover gold from a sunken ship.
",neutral
2019-05-20,"Gold imports in India increased by 54% in April. In Kenya, a fake gold scam is causing political disputes and investigations. A large gold nugget was found in Australia as gold prices increased.
",positive
2019-05-21,"Gold imports in India increased by 54% in April. In Kenya, a fake gold scam is causing political disputes and investigations. A large gold nugget was found in Australia as gold prices increased.
",positive
2019-05-22,"Gold prices are holding steady amidst worries regarding trade tensions between the US and China.
The Philippines has implemented a new law that exempts small-scale miners from income and excise taxes when selling gold to the Bangko Sentral ng Pilipinas (BSP).
Barrick Gold is in talks to acquire the remaining shares of Acacia Mining, but minority shareholders are not happy with the buyout offer.",positive
2019-05-23,"Gold prices are holding steady amidst worries regarding trade tensions between the US and China.
The Philippines has implemented a new law that exempts small-scale miners from income and excise taxes when selling gold to the Bangko Sentral ng Pilipinas (BSP).
Barrick Gold is in talks to acquire the remaining shares of Acacia Mining, but minority shareholders are not happy with the buyout offer.",positive
2019-05-24,Russian Central Bank is considering a gold-backed cryptocurrency. Newmont Goldcorp mine stoppage in Mexico is costing millions daily. Goldman Sachs suggests buying commodities after the worst weekly slump of the year.,negative
2019-05-25,Russian Central Bank is considering a gold-backed cryptocurrency. Newmont Goldcorp mine stoppage in Mexico is costing millions daily. Goldman Sachs suggests buying commodities after the worst weekly slump of the year.,negative
2019-05-26,"Gold prices are gaining due to simmering U.S.-China trade tensions. There are investigations and probes into gold smuggling, fake gold scams, and missing gold offerings at temples. Meanwhile, various companies are involved in gold mining projects, exploration, and royalty agreements.",positive
2019-05-27,"Gold prices are gaining due to simmering U.S.-China trade tensions. There are investigations and probes into gold smuggling, fake gold scams, and missing gold offerings at temples. Meanwhile, various companies are involved in gold mining projects, exploration, and royalty agreements.",positive
2019-05-28,"Gold prices in Delhi surge, prompting analysts to retain a positive outlook. Authorities in Bangladesh seize large quantities of smuggled gold at Dhaka airport, while a woman in India is caught smuggling gold ingeniously hidden in her clothing. A Moroccan miner retrieves gold previously seized by Sudanese authorities.",positive
2019-05-29,"Gold prices in Delhi surge, prompting analysts to retain a positive outlook. Authorities in Bangladesh seize large quantities of smuggled gold at Dhaka airport, while a woman in India is caught smuggling gold ingeniously hidden in her clothing. A Moroccan miner retrieves gold previously seized by Sudanese authorities.",positive
2019-05-30,"Gold prices are trying to rise but the momentum is still weak. Some countries are drifting from dollar to multicurrency system using gold as hedge. Hunt Mining Corp announces proposed reverse takeover transaction with Patagonia Gold plc.
",negative
2019-05-31,"Gold prices are trying to rise but the momentum is still weak. Some countries are drifting from dollar to multicurrency system using gold as hedge. Hunt Mining Corp announces proposed reverse takeover transaction with Patagonia Gold plc.
",negative
2019-06-01,"Ethos Gold announced a private placement.
Japan Gold provided a drilling update.
Gold prices in Nepal increased after the government hiked customs duty.",positive
2019-06-02,"Ethos Gold announced a private placement.
Japan Gold provided a drilling update.
Gold prices in Nepal increased after the government hiked customs duty.",positive
2019-06-03,"Velocity enters into an option agreement for the Makedontsi Gold Project in Southeast Bulgaria.
Gold rate today: Gold rises on raised spot demand and positive global cues.
India's May gold imports jump 49% on festive demand, according to a government source.
",positive
2019-06-04,"Velocity enters into an option agreement for the Makedontsi Gold Project in Southeast Bulgaria.
Gold rate today: Gold rises on raised spot demand and positive global cues.
India's May gold imports jump 49% on festive demand, according to a government source.
",positive
2019-06-05,"Here's a summary of gold-related news based on the provided links:

China's gold miners are gaining traction as investors seek safe-haven assets amid trade war concerns. Venezuela defaulted on a gold swap with Deutsche Bank and lost a significant amount of gold to banks as guarantees. Gold prices are climbing towards 2019 highs on expectations of a Federal Reserve rate cut.
",positive
2019-06-06,"Here's a summary of gold-related news based on the provided links:

China's gold miners are gaining traction as investors seek safe-haven assets amid trade war concerns. Venezuela defaulted on a gold swap with Deutsche Bank and lost a significant amount of gold to banks as guarantees. Gold prices are climbing towards 2019 highs on expectations of a Federal Reserve rate cut.
",positive
2019-06-07,"Tanzanian Gold announces further drilling results, including 63m @ 4.8 g/t Au. A Crypto CEO is set to preach Bitcoin at a gold mining investor conference. U.S. Tariffs send Mexico gold and silver abroad for processing.
",neutral
2019-06-08,"Tanzanian Gold announces further drilling results, including 63m @ 4.8 g/t Au. A Crypto CEO is set to preach Bitcoin at a gold mining investor conference. U.S. Tariffs send Mexico gold and silver abroad for processing.
",neutral
2019-06-09,"A limo driver in Burnaby found a treasure chest filled with gold and silver. Osun gold-rich villages lament menace of miners. Deutsche Bank and Citi foreclose on Venezuelan gold and FX market rigging banks, paying more fines. South Africa loses its position as the top gold-producing nation in Africa to Ghana. Gold snaps back on risk-on start to Asia. There is a report of 12kg gold jewellery worth Rs50m being stolen. Finally, there is an updated technical report for East Cadillac Gold Project in Quebec.",negative
2019-06-10,"A limo driver in Burnaby found a treasure chest filled with gold and silver. Osun gold-rich villages lament menace of miners. Deutsche Bank and Citi foreclose on Venezuelan gold and FX market rigging banks, paying more fines. South Africa loses its position as the top gold-producing nation in Africa to Ghana. Gold snaps back on risk-on start to Asia. There is a report of 12kg gold jewellery worth Rs50m being stolen. Finally, there is an updated technical report for East Cadillac Gold Project in Quebec.",negative
2019-06-11,Gold prices are fluctuating around $1329 amidst changing risk sentiment. Ghana has overtaken South Africa to become Africa's top gold producer. A former Goldman Sachs banker has been sentenced to three months for insider trading.,negative
2019-06-12,Gold prices are fluctuating around $1329 amidst changing risk sentiment. Ghana has overtaken South Africa to become Africa's top gold producer. A former Goldman Sachs banker has been sentenced to three months for insider trading.,negative
2019-06-13,"Gold prices are nearing the year's high amidst US-Iran rift, while geopolitical tensions drive investors towards gold as a safe-haven asset. Gold is trading at record high in Australia and hits 26-month high in EUR terms. There is possibility of a major breakout in the gold market.",positive
2019-06-14,"Gold prices are nearing the year's high amidst US-Iran rift, while geopolitical tensions drive investors towards gold as a safe-haven asset. Gold is trading at record high in Australia and hits 26-month high in EUR terms. There is possibility of a major breakout in the gold market.",positive
2019-06-15,"SolGold's shares declined due to a possible mining referendum in Ecuador. Serabi Gold's Chief Executive provided a statement to the AGM. Gold prices faced challenges but remained intact at yearly highs, while growth worries increased safe-haven demand for gold.",negative
2019-06-16,"SolGold's shares declined due to a possible mining referendum in Ecuador. Serabi Gold's Chief Executive provided a statement to the AGM. Gold prices faced challenges but remained intact at yearly highs, while growth worries increased safe-haven demand for gold.",negative
2019-06-17,"Gold prices are reacting to comments from the Federal Reserve, while Barrick Gold is given more time to make a formal offer for Acacia Mining. Gold smuggling continues to be a problem, with seizures reported at airports and a man sentenced for smuggling 43 kgs of gold. There are also reports of armed robberies targeting gold dealers.
",neutral
2019-06-18,"Gold prices are reacting to comments from the Federal Reserve, while Barrick Gold is given more time to make a formal offer for Acacia Mining. Gold smuggling continues to be a problem, with seizures reported at airports and a man sentenced for smuggling 43 kgs of gold. There are also reports of armed robberies targeting gold dealers.
",neutral
2019-06-19,"Gold prices are approaching the $1400 mark, while Mali's official gold exports are on the rise. Meanwhile, in South Africa, the illegal gold trade continues to be a problem. Additionally, there's a discussion on which gold and silver stocks to avoid in 2019.
",negative
2019-06-20,"Gold prices are approaching the $1400 mark, while Mali's official gold exports are on the rise. Meanwhile, in South Africa, the illegal gold trade continues to be a problem. Additionally, there's a discussion on which gold and silver stocks to avoid in 2019.
",negative
2019-06-21,"Gold prices surged to a six-year high, reaching $1,415 per ounce, but later slightly decreased. The rise was influenced by the US-Iran rift, safe-haven demand, and trade tensions. In other news, 7.4 tons of gold from Venezuela landed in Africa and disappeared.",positive
2019-06-22,"Gold prices surged to a six-year high, reaching $1,415 per ounce, but later slightly decreased. The rise was influenced by the US-Iran rift, safe-haven demand, and trade tensions. In other news, 7.4 tons of gold from Venezuela landed in Africa and disappeared.",positive
2019-06-23,"Gold prices are soaring, prompting a selling spree of gold jewelry. Six Indians were arrested in Sri Lanka for smuggling gold. Barrick Gold's offer to acquire Acacia Mining is considered undervalued by Acacia.",negative
2019-06-24,"Gold prices are soaring, prompting a selling spree of gold jewelry. Six Indians were arrested in Sri Lanka for smuggling gold. Barrick Gold's offer to acquire Acacia Mining is considered undervalued by Acacia.",negative
2019-06-25,"Gold prices have been rising, reaching a six-year high due to geopolitical tensions and doubts over trade deals, while a weaker dollar persists. Some analysts believe the rally isn't over, but the Federal Reserve's cautious approach may temper further gains. India's gold demand could fall to a three-year low as prices hit record highs.",negative
2019-06-26,"Gold prices have been rising, reaching a six-year high due to geopolitical tensions and doubts over trade deals, while a weaker dollar persists. Some analysts believe the rally isn't over, but the Federal Reserve's cautious approach may temper further gains. India's gold demand could fall to a three-year low as prices hit record highs.",negative
2019-06-27,"Gold prices are experiencing a rally that is impacting demand in major centers.
Several companies are involved in gold mining and exploration projects, with some reporting positive results and increased production guidance.
Customs officials have foiled attempts to smuggle gold, and authorities are investigating gold scams.",positive
2019-06-28,"Gold prices are experiencing a rally that is impacting demand in major centers.
Several companies are involved in gold mining and exploration projects, with some reporting positive results and increased production guidance.
Customs officials have foiled attempts to smuggle gold, and authorities are investigating gold scams.",positive
2019-06-29,"Eco Oro is pulling out of a Colombia gold concession due to a legal battle.
A cleaner in Dubai found and returned a bag containing 15kg of gold worth Dh7 million.
Gold prices plunged below $1,400 as markets opened after the G20 summit.",negative
2019-06-30,"Eco Oro is pulling out of a Colombia gold concession due to a legal battle.
A cleaner in Dubai found and returned a bag containing 15kg of gold worth Dh7 million.
Gold prices plunged below $1,400 as markets opened after the G20 summit.",negative
2019-07-01,"India's gold imports rose 12.6% in June amid a global price rally, while jewelers seek a reduction in import duty on gold. G20 summit's outcome led gold prices to crash. Gold prices are looking to settle below $1400 after China and US trade cease-fire.",positive
2019-07-02,"India's gold imports rose 12.6% in June amid a global price rally, while jewelers seek a reduction in import duty on gold. G20 summit's outcome led gold prices to crash. Gold prices are looking to settle below $1400 after China and US trade cease-fire.",positive
2019-07-03,"Several mining companies are advancing gold exploration and mining projects in Argentina, Canada, and Colombia, with some encountering community resistance. Recent events include Guyana Goldfields suspending operations at the Aurora mine due to industrial unrest, and OceanaGold facing disputes in the Philippines, leading to halted trucking at a gold mine. Meanwhile, gold prices have shown gains, influenced by factors like weak jobs data and anticipation of easy money policies.
",positive
2019-07-04,"Several mining companies are advancing gold exploration and mining projects in Argentina, Canada, and Colombia, with some encountering community resistance. Recent events include Guyana Goldfields suspending operations at the Aurora mine due to industrial unrest, and OceanaGold facing disputes in the Philippines, leading to halted trucking at a gold mine. Meanwhile, gold prices have shown gains, influenced by factors like weak jobs data and anticipation of easy money policies.
",positive
2019-07-05,"India has raised import duties on gold and other precious metals, which is expected to make gold more expensive and may lead to increased smuggling. Jewellers are unhappy with the import duty hike and are seeking a rollback, as they believe it will adversely impact the jewellery industry. A court has ordered the forfeiture of jewellery, a gold iPhone, and other items worth millions from a former oil minister in Nigeria.
",negative
2019-07-06,"India has raised import duties on gold and other precious metals, which is expected to make gold more expensive and may lead to increased smuggling. Jewellers are unhappy with the import duty hike and are seeking a rollback, as they believe it will adversely impact the jewellery industry. A court has ordered the forfeiture of jewellery, a gold iPhone, and other items worth millions from a former oil minister in Nigeria.
",negative
2019-07-07,"Several incidents of gold smuggling and seizure were reported at airports in Dhaka and Chennai, with individuals attempting to transport gold bars and ornaments. A State Bank of India cashier in Andhra Pradesh was arrested for stealing 2 kg of gold and cash from the bank. Taku Gold acquired a high-grade gold project in the White Gold District, Yukon.",neutral
2019-07-08,"Several incidents of gold smuggling and seizure were reported at airports in Dhaka and Chennai, with individuals attempting to transport gold bars and ornaments. A State Bank of India cashier in Andhra Pradesh was arrested for stealing 2 kg of gold and cash from the bank. Taku Gold acquired a high-grade gold project in the White Gold District, Yukon.",neutral
2019-07-09,Gold prices nudged higher. Telangana police seized gold worth over Rs 26 lakhs. London gold trading volumes surged in late June as prices rocketed.,positive
2019-07-10,Gold prices nudged higher. Telangana police seized gold worth over Rs 26 lakhs. London gold trading volumes surged in late June as prices rocketed.,positive
2019-07-11,"Gold exploration company is ramping up operations near Rochford.
Six jobless men rob money and gold from a Dubai office.
US is probing Deutsche Bank's dealings with Malaysia's 1MDB after Goldman Sachs threw it under the bus.
Oman's duty hike is likely to boost gold sales in GCC countries.
",positive
2019-07-12,"Gold exploration company is ramping up operations near Rochford.
Six jobless men rob money and gold from a Dubai office.
US is probing Deutsche Bank's dealings with Malaysia's 1MDB after Goldman Sachs threw it under the bus.
Oman's duty hike is likely to boost gold sales in GCC countries.
",positive
2019-07-13,"Accused gold scammers were arrested six years after the crime. Canada's Belo Sun Touts Procedural Win, but Brazil Gold Mine Still on Hold. A Biman employee was arrested with 4 kg of gold.",positive
